source	target
None , it said , were convicted of politically motivated murder .	subject<is>the 1920s<and>relation<is>saw<and>object<is>Keynes active as a journalist selling his work internationally<then>subject<is>the 1920s<and>relation<is>saw<and>object<is>Keynes working in London as a financial consultant
Bridges may be classified by how the forces of tension , compression , bending , torsion and shear are distributed through their structure .	subject<is>Environmental noise<and>relation<is>arises from<and>object<is>the surroundings of the analytical instrument
For at least the last 100 years , the sea level has been rising at an average rate of about 1.8 mm -LRB- 0.071 in -RRB- per year .	subject<is>David Headley's scouting and information gathering<and>relation<is>had helped to enable<and>object<is>the operation by the 10 gunmen from the Pakistani militant group Laskhar-e-Taiba
Serious diseases of barley include powdery mildew caused by Blumeria graminis f.sp .	subject<is>Microsoft<and>relation<is>discontinued<and>object<is>the Encarta line of products<then>subject<is>Microsoft<and>relation<is>discontinued<and>object<is>the Encarta line of products in 2009
After the IDF bombed the building once , there was a pause during which occupants evacuated before the IDF bombed it two more times .	subject<is>they<and>relation<is>are antigens to which antibodies can be raised<and>object<is>
Specifically , the Royal Meteorological Society researched and investigated the ionization of the upper atmosphere there by suspending instruments on balloons or kites .	subject<is>Officials in France<and>relation<is>have issued<and>object<is>a pollution alert<then>subject<is>an unladen freighter<and>relation<is>grounded on<and>object<is>a breakwater at Anglet , Basque<then>subject<is>an unladen freighter<and>relation<is>grounded on<and>object<is>a breakwater<then>subject<is>an unladen freighter<and>relation<is>grounded on<and>object<is>Anglet , Basque<then>subject<is>an unladen freighter<and>relation<is>grounded on<and>object<is>Anglet<then>subject<is>an unladen freighter<and>relation<is>grounded on<and>object<is>Basque<then>subject<is>an unladen freighter<and>relation<is>grounded on<and>object<is>yesterday
Starting the race in second , Gordon won his second race of the 2014 NASCAR Sprint Cup Series season , and his fifth at the track , breaking a tie with teammate Jimmie Johnson for the most event wins , while tying Formula One driver Michael Schumacher for the most wins at the track .	subject<is>there<and>relation<is>were<and>object<is>fewer than forty<then>subject<is>a figure<and>relation<is>rose to<and>object<is>300
Some cities had large dense populations , whereas others carried out urban activities in the realms of politics or religion without having large associated populations .	subject<is>They<and>relation<is>are scheduled to play<and>object<is>Brazil today
This is called the `` freeboard mark '' or `` load line mark '' in the marine industry .	subject<is>Dave Rosser<and>relation<is>gave<and>object<is>a statement about Yousafzai's release from hospital<then>subject<is>Yousafzai<and>relation<is>was released from<and>object<is>hospital<then>subject<is>Malala<and>relation<is>is<and>object<is>a strong young woman<then>subject<is>Malala<and>relation<is>has worked hard with<and>object<is>the people caring for her<then>subject<is>Malala<and>relation<is>has made<and>object<is>excellent progress in her recovery
Putting is considered to be the most important component of the game of golf .	subject<is>ancient Egyptians<and>relation<is>developed<and>object<is>successful civilization<then>subject<is>studying<and>relation<is>is<and>object<is>essential<then>subject<is>geography of Egypt<and>relation<is>is<and>object<is>essential
Because of the traffic at Istanbul 's current airports , a third international airport is planned for the Black Sea coast .	subject<is>A device known as the Mosquito<and>relation<is>is set to be trialed in<and>object<is>New South Wales -LRB- NSW -RRB- , Australia by RailCorp<then>subject<is>A device known as the Mosquito<and>relation<is>is attracting<and>object<is>criticism<then>subject<is>A device known as the Mosquito<and>relation<is>is set to be trialed in<and>object<is>New South Wales -LRB- NSW -RRB- , Australia by RailCorp in a bid to deter vandals from areas frequently the target of graffiti
The Reich Health Office took measures to try to limit smoking , including producing lectures and pamphlets .	subject<is>`` Mehlspeisen '' Bakery<and>relation<is>created<and>object<is>particular delicacies such as Sachertorte<then>subject<is>`` Mehlspeisen '' Bakery<and>relation<is>created<and>object<is>`` Krapfen '' which are doughnuts usually filled with apricot jam or custard<then>subject<is>`` Mehlspeisen '' Bakery<and>relation<is>created<and>object<is>`` Strudel '' such as `` Apfelstrudel '' filled with apple<then>subject<is>`` Mehlspeisen '' Bakery<and>relation<is>created<and>object<is>`` Topfenstrudel '' filled with a type of cheese curd called `` topfen ''<then>subject<is>`` Mehlspeisen '' Bakery<and>relation<is>created<and>object<is>`` Millirahmstrudel '' -LRB- milk-cream strudel -RRB-
However , by Roman times , he added that wheat had replaced barley as a staple .	subject<is>Colonial Africa<and>relation<is>fell within<and>object<is>part of the international capitalist economy<then>subject<is>part of the international capitalist economy<and>relation<is>drawn surplus to feed<and>object<is>metropolitan sector
The Antarctic or Southern Ocean has been omitted from this publication as the majority of opinions received since the issue of the 2nd Edition in 1937 are to the effect that there exists no real justification for applying the term Ocean to this body of water , the northern limits of which are difficult to lay down owing to their seasonal change .	subject<is>Ford<and>relation<is>was passed command of<and>object<is>the ISS<then>subject<is>Ford<and>relation<is>in<and>object<is>a change of command ceremony<then>subject<is>Ford<and>relation<is>on<and>object<is>Saturday
The study was published in journal Nature Climate Change yesterday .	subject<is>We<and>relation<is>stand with<and>object<is>the French people in the fight against terror<then>subject<is>We<and>relation<is>stand with<and>object<is>the French people in defending the freedom of the press
Dr. Robert Kelly : Mt Paektu erupted massively about 1100 years ago and has been dormant since .	subject<is>Genetic engineering<and>relation<is>has expanded<and>object<is>the genes available to breeders<then>subject<is>Genetic engineering<and>relation<is>has expanded<and>object<is>to utilize in creating desired germlines<then>subject<is>breeders<and>relation<is>utilize<and>object<is>the genes available to breeders<then>subject<is>breeders<and>relation<is>utilize<and>object<is>to create desired germlines<then>subject<is>breeders<and>relation<is>utilize<and>object<is>for new crops
A survey which was released on Tuesday by Markit Economics stated that the British manufacturing sector had shrank and output was falling .	subject<is>WWF<and>relation<is>hopes to help save<and>object<is>saola from extinction<then>subject<is>WWF<and>relation<is>safeguarding<and>object<is>habitat from poachers
The modern word emotion is heterogeneous In some uses of the word , emotions are intense feelings that are directed at someone or something .	subject<is>Love<and>relation<is>stand in contradiction<and>object<is>sexual desire<then>subject<is>love between a woman and a man<and>relation<is>is<and>object<is>doomed to misery or immorality
Taking what was reported at face value , this is a super-typhoon/cyclone .	subject<is>These public universities<and>relation<is>are<and>object<is>two of just eight across the city<then>subject<is>other prominent state universities in Istanbul<and>relation<is>include<and>object<is>the Mimar Sinan Fine Arts University<then>subject<is>the Mimar Sinan Fine Arts University<and>relation<is>served as<and>object<is>Turkey's primary institution of art until the 1970s<then>subject<is>Marmara University<and>relation<is>is<and>object<is>the country's third-largest institution of higher learning
I 'm not going in there to upset people , but I have opinions .	subject<is>The trip<and>relation<is>is seen by<and>object<is>analysts as an attempt to forge stronger economic and diplomatic ties with Beijing<then>subject<is>The trip<and>relation<is>is seen by<and>object<is>analysts as an attempt to access Chinese capital and expertise
